,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,Games,GS
335,Kris Dunn,UTA,25:46,5.0,11.0,0.455,1.0,2.0,0.5,1.0,3.0,0.333,0.0,4.0,4.0,5.0,0.0,0.0,3.0,1.0,12.0,2.0,3/25/2023,1,6.800000000000001
336,Jarrell Brantley,UTA,15:49,5.0,8.0,0.625,3.0,5.0,0.6,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,13.0,2.0,3/25/2023,1,9.999999999999998
337,Juan Toscano-Anderson,UTA,12:09,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,-3.0,3/25/2023,1,1.2999999999999998
338,Udoka Azubuike,UTA,10:22,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,-4.0,3/25/2023,1,3.6999999999999993
339,Johnny Juzang,UTA,9:33,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,3/25/2023,1,-0.10000000000000014
340,Damian Jones,UTA,7:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3/25/2023,1,3.4000000000000004
343,Shai Gilgeous-Alexander,OKC,37:41,14.0,25.0,0.56,0.0,2.0,0.0,5.0,6.0,0.833,0.0,7.0,7.0,5.0,2.0,2.0,2.0,1.0,33.0,-3.0,11/10/2023,1,27.300000000000004
344,Jalen Williams,OKC,31:29,6.0,14.0,0.429,0.0,3.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,3.0,1.0,14.0,-14.0,11/10/2023,1,7.1
345,Chet Holmgren,OKC,29:36,5.0,12.0,0.417,0.0,3.0,0.0,2.0,3.0,0.667,1.0,6.0,7.0,1.0,1.0,1.0,4.0,2.0,12.0,-13.0,11/10/2023,1,5.299999999999999
346,Josh Giddey,OKC,26:34,6.0,10.0,0.6,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,4.0,1.0,13.0,-19.0,11/10/2023,1,9.1
347,Luguentz Dort,OKC,25:20,2.0,5.0,0.4,2.0,3.0,0.667,2.0,2.0,1.0,2.0,4.0,6.0,2.0,3.0,1.0,2.0,4.0,8.0,-11.0,11/10/2023,1,9.400000000000002
348,Cason Wallace,OKC,23:50,3.0,7.0,0.429,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,11/10/2023,1,7.3
349,Isaiah Joe,OKC,20:14,3.0,9.0,0.333,3.0,8.0,0.375,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,13.0,11/10/2023,1,4.199999999999999
350,Lindy Waters III,OKC,19:13,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,11/10/2023,1,-0.4
351,Jaylin Williams,OKC,18:24,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,6.0,11/10/2023,1,1.5999999999999996
352,Ousmane Dieng,OKC,7:36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11/10/2023,1,-0.10000000000000003
359,Devin Booker,PHO,36:28,9.0,20.0,0.45,0.0,3.0,0.0,6.0,9.0,0.667,2.0,2.0,4.0,7.0,0.0,0.0,0.0,1.0,24.0,-24.0,12/22/2023,1,18.900000000000002
360,Kevin Durant,PHO,34:04,9.0,14.0,0.643,2.0,3.0,0.667,8.0,9.0,0.889,0.0,7.0,7.0,2.0,1.0,0.0,7.0,0.0,28.0,-14.0,12/22/2023,1,18.900000000000006
361,Grayson Allen,PHO,29:57,4.0,10.0,0.4,3.0,6.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,11.0,-20.0,12/22/2023,1,11.299999999999999
362,Eric Gordon,PHO,24:43,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,-25.0,12/22/2023,1,1.5
363,Drew Eubanks,PHO,14:34,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,-23.0,12/22/2023,1,-0.4999999999999998
364,Udoka Azubuike,PHO,22:22,5.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,5.0,6.0,11.0,2.0,0.0,1.0,1.0,4.0,11.0,1.0,12/22/2023,1,13.9
365,Saben Lee,PHO,19:43,2.0,8.0,0.25,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,6.0,11.0,12/22/2023,1,5.2
366,Nassir Little,PHO,16:04,3.0,8.0,0.375,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,12/22/2023,1,0.40000000000000036
367,Jordan Goodwin,PHO,14:00,1.0,6.0,0.167,0.0,1.0,0.0,1.0,2.0,0.5,2.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,12/22/2023,1,-0.2999999999999994
368,Chimezie Metu,PHO,13:01,3.0,6.0,0.5,0.0,2.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,10.0,5.0,12/22/2023,1,7.199999999999999
369,Yuta Watanabe,PHO,11:42,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,12/22/2023,1,-0.6
370,Bol Bol,PHO,3:22,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12/22/2023,1,1.7
0,Wesley Johnson,LAL,37:21,7.0,14.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,3.0,15.0,-14.0,2/11/2014,1,6.600000000000001
1,Chris Kaman,LAL,36:44,11.0,24.0,0.458,0.0,0.0,0.0,3.0,3.0,1.0,4.0,10.0,14.0,4.0,1.0,3.0,3.0,3.0,25.0,-5.0,2/11/2014,1,20.100000000000005
2,Steve Blake,LAL,36:25,2.0,11.0,0.182,1.0,4.0,0.25,0.0,0.0,0.0,2.0,3.0,5.0,8.0,2.0,0.0,1.0,2.0,5.0,-3.0,2/11/2014,1,6.2
3,Shawne Williams,LAL,36:13,4.0,8.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,1.0,5.0,6.0,0.0,0.0,2.0,0.0,3.0,11.0,-10.0,2/11/2014,1,9.0
4,Steve Nash,LAL,16:35,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,-6.0,2/11/2014,1,1.3
5,Kendall Marshall,LAL,31:59,3.0,13.0,0.231,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,3.0,0.0,4.0,1.0,7.0,-13.0,2/11/2014,1,3.8999999999999986
6,Ryan Kelly,LAL,17:54,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,-4.0,2/11/2014,1,3.3
7,Jordan Hill,LAL,17:23,2.0,6.0,0.333,0.0,0.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,-20.0,2/11/2014,1,2.7
8,Robert Sacre,LAL,9:26,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,-10.0,2/11/2014,1,2.6
14,Trey Burke,UTA,38:47,2.0,19.0,0.105,0.0,11.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,8.0,-19.0,1/2/2015,1,0.4000000000000017
15,Gordon Hayward,UTA,35:25,6.0,14.0,0.429,2.0,3.0,0.667,4.0,5.0,0.8,1.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,18.0,-15.0,1/2/2015,1,11.999999999999998
16,Derrick Favors,UTA,30:21,2.0,7.0,0.286,0.0,0.0,0.0,4.0,8.0,0.5,2.0,9.0,11.0,1.0,0.0,2.0,2.0,1.0,8.0,-13.0,1/2/2015,1,6.1
17,Enes Freedom,UTA,22:03,5.0,12.0,0.417,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,11.0,-15.0,1/2/2015,1,5.200000000000001
18,Patrick Christopher,UTA,5:27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-11.0,1/2/2015,1,-1.0
19,Rudy Gobert,UTA,24:06,3.0,3.0,1.0,0.0,0.0,0.0,5.0,6.0,0.833,2.0,5.0,7.0,1.0,0.0,4.0,0.0,2.0,11.0,14.0,1/2/2015,1,15.299999999999997
20,Dante Exum,UTA,22:28,5.0,9.0,0.556,3.0,7.0,0.429,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,13.0,17.0,1/2/2015,1,12.3
21,Ian Clark,UTA,21:18,2.0,8.0,0.25,1.0,5.0,0.2,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,5.0,-5.0,1/2/2015,1,2.6
22,Joe Ingles,UTA,20:35,3.0,4.0,0.75,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,8.0,15.0,1/2/2015,1,5.999999999999998
23,Trevor Booker,UTA,19:13,4.0,9.0,0.444,2.0,3.0,0.667,0.0,0.0,0.0,4.0,5.0,9.0,1.0,0.0,0.0,2.0,1.0,10.0,3.0,1/2/2015,1,7.899999999999999
24,Steve Novak,UTA,0:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1/2/2015,1,0.0
28,Evan Fournier,ORL,39:14,6.0,15.0,0.4,3.0,8.0,0.375,7.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,5.0,22.0,5.0,4/3/2016,1,13.0
29,Victor Oladipo,ORL,38:48,9.0,18.0,0.5,0.0,4.0,0.0,4.0,5.0,0.8,2.0,3.0,5.0,2.0,3.0,1.0,0.0,4.0,22.0,2.0,4/3/2016,1,18.4
30,Elfrid Payton,ORL,31:25,2.0,8.0,0.25,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,0.0,7.0,1.0,4/3/2016,1,10.299999999999999
31,Aaron Gordon,ORL,28:47,5.0,11.0,0.455,1.0,3.0,0.333,3.0,4.0,0.75,4.0,6.0,10.0,3.0,1.0,1.0,0.0,1.0,14.0,5.0,4/3/2016,1,15.9
32,Dewayne Dedmon,ORL,12:31,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,4/3/2016,1,5.8999999999999995
33,Nikola Vučević,ORL,32:13,10.0,19.0,0.526,0.0,0.0,0.0,5.0,7.0,0.714,3.0,9.0,12.0,3.0,2.0,1.0,3.0,3.0,25.0,12.0,4/3/2016,1,20.299999999999997
34,Andrew Nicholson,ORL,19:13,3.0,5.0,0.6,3.0,4.0,0.75,1.0,2.0,0.5,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,10.0,7.0,4/3/2016,1,10.399999999999997
35,Mario Hezonja,ORL,17:58,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,5.0,17.0,4/3/2016,1,4.0
36,Brandon Jennings,ORL,16:35,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,6.0,11.0,4/3/2016,1,5.199999999999999
37,Jason Smith,ORL,3:16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-5.0,4/3/2016,1,-1.9000000000000001
42,Klay Thompson,GSW,30:16,5.0,12.0,0.417,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,15.0,14.0,12/27/2017,1,7.6
43,Kevin Durant,GSW,29:03,7.0,10.0,0.7,2.0,3.0,0.667,5.0,5.0,1.0,0.0,6.0,6.0,4.0,0.0,3.0,2.0,3.0,21.0,22.0,12/27/2017,1,20.3
44,Draymond Green,GSW,24:42,6.0,10.0,0.6,2.0,5.0,0.4,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,14.0,6.0,12/27/2017,1,14.0
45,Shaun Livingston,GSW,20:14,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,8.0,7.0,12/27/2017,1,9.099999999999998
46,Zaza Pachulia,GSW,13:44,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,5.0,5.0,12/27/2017,1,5.1
47,Nick Young,GSW,22:02,6.0,9.0,0.667,3.0,4.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,10.0,12/27/2017,1,11.699999999999998
48,Jordan Bell,GSW,21:53,2.0,6.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,2.0,11.0,13.0,7.0,1.0,0.0,1.0,4.0,5.0,17.0,12/27/2017,1,8.799999999999999
49,Patrick McCaw,GSW,20:25,7.0,10.0,0.7,1.0,3.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,18.0,17.0,12/27/2017,1,15.0
50,Andre Iguodala,GSW,19:45,1.0,7.0,0.143,0.0,2.0,0.0,1.0,2.0,0.5,1.0,5.0,6.0,7.0,1.0,0.0,0.0,1.0,3.0,22.0,12/27/2017,1,5.8
51,Omri Casspi,GSW,15:01,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,10.0,7.0,12/27/2017,1,9.7
52,David West,GSW,12:23,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,6.0,3.0,12/27/2017,1,5.8
53,Kevon Looney,GSW,6:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-3.0,12/27/2017,1,-1.8
54,JaVale McGee,GSW,4:29,3.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,-2.0,12/27/2017,1,5.699999999999999
56,Evan Fournier,ORL,33:31,6.0,15.0,0.4,1.0,8.0,0.125,2.0,3.0,0.667,1.0,4.0,5.0,4.0,0.0,0.0,0.0,4.0,15.0,8.0,11/17/2018,1,9.6
57,Nikola Vučević,ORL,31:22,15.0,23.0,0.652,2.0,5.0,0.4,4.0,5.0,0.8,4.0,9.0,13.0,0.0,2.0,0.0,3.0,1.0,36.0,12.0,11/17/2018,1,29.6
58,Aaron Gordon,ORL,29:22,5.0,13.0,0.385,1.0,2.0,0.5,1.0,2.0,0.5,3.0,3.0,6.0,3.0,2.0,0.0,1.0,1.0,12.0,11.0,11/17/2018,1,10.2
59,D.J. Augustin,ORL,27:07,7.0,9.0,0.778,3.0,3.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,2.0,22.0,9.0,11/17/2018,1,20.9
60,Wes Iwundu,ORL,20:03,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,4.0,11/17/2018,1,-1.5000000000000002
61,Jonathon Simmons,ORL,26:03,5.0,10.0,0.5,0.0,2.0,0.0,2.0,3.0,0.667,1.0,4.0,5.0,6.0,0.0,0.0,0.0,2.0,12.0,9.0,11/17/2018,1,11.899999999999999
62,Jerian Grant,ORL,19:14,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,11/17/2018,1,3.6999999999999993
63,Jonathan Isaac,ORL,16:54,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,5.0,2.0,1.0,7.0,4.0,11/17/2018,1,8.4
64,Terrence Ross,ORL,16:18,4.0,5.0,0.8,2.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,13.0,9.0,11/17/2018,1,7.699999999999999
65,Mo Bamba,ORL,14:54,3.0,6.0,0.5,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,8.0,3.0,11/17/2018,1,4.5
66,Jarell Martin,ORL,1:44,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,11/17/2018,1,2.0
67,Khem Birch,ORL,1:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,11/17/2018,1,-0.4
68,Isaiah Briscoe,ORL,1:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,11/17/2018,1,1.4
70,Nikola Vučević,ORL,31:37,10.0,15.0,0.667,2.0,3.0,0.667,6.0,6.0,1.0,4.0,6.0,10.0,9.0,0.0,2.0,3.0,2.0,28.0,14.0,11/18/2018,1,30.0
71,Evan Fournier,ORL,29:34,7.0,10.0,0.7,2.0,4.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,6.0,1.0,1.0,3.0,3.0,19.0,19.0,11/18/2018,1,17.3
72,Aaron Gordon,ORL,29:26,13.0,17.0,0.765,4.0,8.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,31.0,13.0,11/18/2018,1,21.400000000000006
73,D.J. Augustin,ORL,27:39,3.0,4.0,0.75,2.0,2.0,1.0,4.0,5.0,0.8,0.0,3.0,3.0,7.0,0.0,0.0,2.0,5.0,12.0,17.0,11/18/2018,1,11.799999999999997
74,Wes Iwundu,ORL,15:20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,21.0,11/18/2018,1,4.4
75,Jonathan Isaac,ORL,24:01,6.0,9.0,0.667,1.0,3.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,16.0,3.0,11/18/2018,1,17.7
76,Jonathon Simmons,ORL,22:56,3.0,9.0,0.333,0.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,9.0,-5.0,11/18/2018,1,6.3999999999999995
77,Terrence Ross,ORL,22:43,4.0,13.0,0.308,2.0,7.0,0.286,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,10.0,-9.0,11/18/2018,1,3.7
78,Mo Bamba,ORL,16:23,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,4.0,0.0,11/18/2018,1,1.5
79,Isaiah Briscoe,ORL,16:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-2.0,11/18/2018,1,-0.20000000000000018
80,Jerian Grant,ORL,4:01,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-1.0,11/18/2018,1,-2.6
84,Josh Richardson,MIA,39:10,4.0,16.0,0.25,2.0,6.0,0.333,6.0,6.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,16.0,-13.0,12/2/2018,1,5.700000000000001
85,Wayne Ellington,MIA,37:12,4.0,13.0,0.308,4.0,9.0,0.444,0.0,0.0,0.0,2.0,5.0,7.0,1.0,1.0,0.0,0.0,4.0,12.0,-2.0,12/2/2018,1,7.5
